time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-210.50900	-49.04090	37.93290	175.66500	98.49220	0.58603	-162.05800	-53.60830	20.32350	102.69200	98.92140	23.49570	-62.73210	-101.78200	-37.51160	-48.26300	89.48480	65.10690
-999.90300	-210.49200	-49.03080	37.93300	175.67000	98.49330	0.58510	-162.04700	-53.59820	20.32590	102.70000	98.92400	23.49470	-62.73710	-101.77200	-37.50500	-48.25490	89.49800	65.11180
-999.80300	-210.47400	-49.02080	37.93310	175.67500	98.49440	0.58418	-162.03700	-53.58810	20.32830	102.70800	98.92660	23.49370	-62.74200	-101.76300	-37.49830	-48.24680	89.51120	65.11660
-999.70300	-210.45600	-49.01070	37.93310	175.68000	98.49560	0.58325	-162.02600	-53.57800	20.33070	102.71600	98.92930	23.49270	-62.74700	-101.75400	-37.49160	-48.23860	89.52430	65.12150
-999.60300	-210.43800	-49.00060	37.93320	175.68500	98.49670	0.58233	-162.01600	-53.56790	20.33310	102.72400	98.93190	23.49170	-62.75190	-101.74500	-37.48500	-48.23050	89.53750	65.12630
-999.50300	-210.42000	-48.99060	37.93320	175.69000	98.49780	0.58140	-162.00500	-53.55780	20.33550	102.73200	98.93450	23.49070	-62.75680	-101.73600	-37.47830	-48.22240	89.55070	65.13120
-999.40300	-210.40200	-48.98050	37.93330	175.69500	98.49900	0.58047	-161.99500	-53.54760	20.33790	102.74000	98.93720	23.48970	-62.76170	-101.72700	-37.47170	-48.21430	89.56390	65.13600
-999.30300	-210.38400	-48.97040	37.93340	175.70000	98.50010	0.57955	-161.98400	-53.53750	20.34030	102.74800	98.93980	23.48870	-62.76670	-101.71700	-37.46500	-48.20610	89.57710	65.14090
-999.20300	-210.36600	-48.96040	37.93340	175.70500	98.50130	0.57862	-161.97400	-53.52740	20.34270	102.75600	98.94240	23.48770	-62.77160	-101.70800	-37.45830	-48.19800	89.59020	65.14580
-999.10300	-210.34800	-48.95030	37.93350	175.71000	98.50240	0.57769	-161.96300	-53.51730	20.34510	102.76400	98.94510	23.48670	-62.77650	-101.69900	-37.45170	-48.18990	89.60340	65.15060
-999.00300	-210.33000	-48.94020	37.93360	175.71600	98.50350	0.57677	-161.95300	-53.50720	20.34750	102.77200	98.94770	23.48570	-62.78150	-101.69000	-37.44500	-48.18170	89.61660	65.15550
-998.90300	-210.31200	-48.93010	37.93360	175.72100	98.50470	0.57584	-161.94200	-53.49710	20.34990	102.78000	98.95030	23.48470	-62.78640	-101.68100	-37.43830	-48.17360	89.62980	65.16030
-998.80300	-210.29400	-48.92010	37.93370	175.72600	98.50580	0.57491	-161.93200	-53.48690	20.35230	102.78800	98.95300	23.48370	-62.79130	-101.67200	-37.43170	-48.16540	89.64300	65.16520
-998.70300	-210.27600	-48.91000	37.93370	175.73100	98.50690	0.57398	-161.92100	-53.47680	20.35470	102.79600	98.95560	23.48270	-62.79620	-101.66200	-37.42500	-48.15730	89.65620	65.17000
-998.60300	-210.25800	-48.89990	37.93380	175.73600	98.50810	0.57305	-161.91100	-53.46670	20.35710	102.80400	98.95820	23.48170	-62.80120	-101.65300	-37.41830	-48.14910	89.66930	65.17490
-998.50300	-210.24000	-48.88980	37.93390	175.74100	98.50920	0.57213	-161.90000	-53.45660	20.35950	102.81200	98.96090	23.48070	-62.80610	-101.64400	-37.41170	-48.14100	89.68250	65.17970
-998.40300	-210.22200	-48.87980	37.93390	175.74600	98.51030	0.57120	-161.89000	-53.44650	20.36190	102.82000	98.96350	23.47970	-62.81100	-101.63500	-37.40500	-48.13280	89.69570	65.18460
-998.30300	-210.20400	-48.86970	37.93400	175.75100	98.51150	0.57027	-161.87900	-53.43630	20.36430	102.82800	98.96610	23.47870	-62.81590	-101.62600	-37.39830	-48.12470	89.70890	65.18950
-998.20300	-210.18600	-48.85960	37.93400	175.75600	98.51260	0.56934	-161.86900	-53.42620	20.36670	102.83500	98.96880	23.47770	-62.82090	-101.61700	-37.39170	-48.11650	89.72210	65.19430
-998.10300	-210.16800	-48.84950	37.93410	175.76100	98.51370	0.56841	-161.85800	-53.41610	20.36910	102.84300	98.97140	23.47670	-62.82580	-101.60700	-37.38500	-48.10840	89.73530	65.19920
-998.00300	-210.15000	-48.83940	37.93410	175.76600	98.51490	0.56748	-161.84800	-53.40600	20.37150	102.85100	98.97400	23.47570	-62.83070	-101.59800	-37.37830	-48.10020	89.74850	65.20400
-997.90300	-210.13200	-48.82940	37.93420	175.77100	98.51600	0.56655	-161.83700	-53.39580	20.37390	102.85900	98.97670	23.47470	-62.83560	-101.58900	-37.37170	-48.09210	89.76170	65.20890
-997.80300	-210.11400	-48.81930	37.93420	175.77600	98.51710	0.56562	-161.82700	-53.38570	20.37630	102.86700	98.97930	23.47370	-62.84050	-101.58000	-37.36500	-48.08390	89.77490	65.21370
-997.70300	-210.09600	-48.80920	37.93430	175.78100	98.51830	0.56469	-161.81600	-53.37560	20.37870	102.87500	98.98190	23.47270	-62.84550	-101.57100	-37.35830	-48.07570	89.78810	65.21860
-997.60300	-210.07800	-48.79910	37.93440	175.78600	98.51940	0.56376	-161.80600	-53.36550	20.38110	102.88300	98.98460	23.47170	-62.85040	-101.56200	-37.35170	-48.06760	89.80130	65.22350
-997.50300	-210.06000	-48.78910	37.93440	175.79100	98.52050	0.56283	-161.79500	-53.35530	20.38350	102.89100	98.98720	23.47060	-62.85530	-101.55200	-37.34500	-48.05940	89.81450	65.22830
-997.40400	-210.04200	-48.77900	37.93450	175.79600	98.52170	0.56190	-161.78500	-53.34520	20.38590	102.89900	98.98980	23.46960	-62.86020	-101.54300	-37.33830	-48.05120	89.82770	65.23320
-997.30400	-210.02400	-48.76890	37.93450	175.80100	98.52280	0.56096	-161.77400	-53.33510	20.38830	102.90700	98.99250	23.46860	-62.86510	-101.53400	-37.33160	-48.04310	89.84090	65.23800
-997.20400	-210.00600	-48.75880	37.93460	175.80600	98.52390	0.56003	-161.76300	-53.32500	20.39070	102.91500	98.99510	23.46760	-62.87000	-101.52500	-37.32500	-48.03490	89.85410	65.24290
-997.10400	-209.98800	-48.74870	37.93460	175.81100	98.52510	0.55910	-161.75300	-53.31480	20.39310	102.92300	98.99770	23.46660	-62.87490	-101.51600	-37.31830	-48.02670	89.86730	65.24770
-997.00400	-209.97000	-48.73870	37.93470	175.81600	98.52620	0.55817	-161.74200	-53.30470	20.39550	102.93100	99.00040	23.46560	-62.87990	-101.50600	-37.31160	-48.01850	89.88050	65.25260
-996.90400	-209.95200	-48.72860	37.93470	175.82100	98.52730	0.55724	-161.73200	-53.29460	20.39790	102.93900	99.00300	23.46460	-62.88480	-101.49700	-37.30500	-48.01030	89.89370	65.25750
-996.80400	-209.93400	-48.71850	37.93480	175.82600	98.52850	0.55630	-161.72100	-53.28450	20.40030	102.94700	99.00560	23.46360	-62.88970	-101.48800	-37.29830	-48.00220	89.90690	65.26230
-996.70400	-209.91700	-48.70840	37.93480	175.83100	98.52960	0.55537	-161.71100	-53.27430	20.40270	102.95500	99.00830	23.46260	-62.89460	-101.47900	-37.29160	-47.99400	89.92010	65.26720
-996.60400	-209.89900	-48.69840	37.93490	175.83600	98.53070	0.55444	-161.70000	-53.26420	20.40510	102.96300	99.01090	23.46160	-62.89950	-101.47000	-37.28490	-47.98580	89.93330	65.27200
-996.50400	-209.88100	-48.68830	37.93500	175.84100	98.53190	0.55350	-161.69000	-53.25410	20.40750	102.97100	99.01350	23.46060	-62.90440	-101.46000	-37.27830	-47.97760	89.94650	65.27690
-996.40400	-209.86300	-48.67820	37.93500	175.84600	98.53300	0.55257	-161.67900	-53.24400	20.40990	102.97900	99.01620	23.45960	-62.90930	-101.45100	-37.27160	-47.96940	89.95970	65.28170
-996.30400	-209.84500	-48.66810	37.93510	175.85100	98.53410	0.55163	-161.66900	-53.23380	20.41230	102.98700	99.01880	23.45860	-62.91420	-101.44200	-37.26490	-47.96120	89.97290	65.28660
-996.20400	-209.82700	-48.65800	37.93510	175.85700	98.53530	0.55070	-161.65800	-53.22370	20.41470	102.99500	99.02140	23.45760	-62.91910	-101.43300	-37.25820	-47.95300	89.98620	65.29140
-996.10400	-209.80900	-48.64800	37.93520	175.86200	98.53640	0.54977	-161.64800	-53.21360	20.41710	103.00300	99.02410	23.45650	-62.92400	-101.42400	-37.25150	-47.94480	89.99940	65.29630
-996.00400	-209.79100	-48.63790	37.93520	175.86700	98.53750	0.54883	-161.63700	-53.20350	20.41950	103.01100	99.02670	23.45550	-62.92890	-101.41400	-37.24490	-47.93660	90.01260	65.30120
-995.90400	-209.77300	-48.62780	37.93530	175.87200	98.53870	0.54790	-161.62700	-53.19330	20.42190	103.01900	99.02930	23.45450	-62.93380	-101.40500	-37.23820	-47.92840	90.02580	65.30600
-995.80400	-209.75500	-48.61770	37.93530	175.87700	98.53980	0.54696	-161.61600	-53.18320	20.42430	103.02700	99.03200	23.45350	-62.93870	-101.39600	-37.23150	-47.92020	90.03900	65.31090
-995.70400	-209.73700	-48.60760	37.93540	175.88200	98.54090	0.54603	-161.60500	-53.17310	20.42670	103.03500	99.03460	23.45250	-62.94360	-101.38700	-37.22480	-47.91200	90.05220	65.31570
-995.60400	-209.71900	-48.59760	37.93540	175.88700	98.54210	0.54509	-161.59500	-53.16300	20.42910	103.04300	99.03720	23.45150	-62.94850	-101.37800	-37.21810	-47.90380	90.06540	65.32060
-995.50400	-209.70100	-48.58750	37.93550	175.89200	98.54320	0.54416	-161.58400	-53.15280	20.43150	103.05100	99.03990	23.45050	-62.95340	-101.36800	-37.21150	-47.89560	90.07870	65.32540
-995.40400	-209.68300	-48.57740	37.93560	175.89700	98.54430	0.54322	-161.57400	-53.14270	20.43390	103.05900	99.04250	23.44950	-62.95830	-101.35900	-37.20480	-47.88740	90.09190	65.33030
