time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-206.95100	-53.78080	21.99700	169.32100	101.59300	18.28690	-157.07400	-56.71980	6.67685	93.40740	99.36630	37.38320	-54.33320	-98.56260	-47.42780	-59.80560	81.25970	67.34560
-999.90300	-206.93400	-53.77040	21.99880	169.32600	101.59400	18.28630	-157.06400	-56.70970	6.68067	93.41570	99.36940	37.38280	-54.33930	-98.55430	-47.42100	-59.79800	81.27340	67.35220
-999.80300	-206.91600	-53.76000	22.00070	169.33100	101.59500	18.28570	-157.05500	-56.69950	6.68450	93.42410	99.37240	37.38250	-54.34540	-98.54590	-47.41410	-59.79050	81.28720	67.35880
-999.70300	-206.89900	-53.74960	22.00260	169.33600	101.59700	18.28520	-157.04500	-56.68930	6.68832	93.43240	99.37540	37.38210	-54.35150	-98.53760	-47.40720	-59.78280	81.30100	67.36540
-999.60300	-206.88200	-53.73920	22.00440	169.34200	101.59800	18.28460	-157.03600	-56.67920	6.69214	93.44080	99.37840	37.38180	-54.35760	-98.52930	-47.40030	-59.77520	81.31480	67.37210
-999.50300	-206.86400	-53.72880	22.00630	169.34700	101.59900	18.28400	-157.02600	-56.66900	6.69597	93.44920	99.38140	37.38140	-54.36370	-98.52100	-47.39340	-59.76760	81.32860	67.37870
-999.40300	-206.84700	-53.71840	22.00820	169.35200	101.60100	18.28340	-157.01600	-56.65880	6.69979	93.45750	99.38440	37.38110	-54.36980	-98.51270	-47.38650	-59.76000	81.34230	67.38530
-999.30300	-206.83000	-53.70810	22.01010	169.35700	101.60200	18.28280	-157.00700	-56.64870	6.70361	93.46590	99.38740	37.38070	-54.37600	-98.50440	-47.37960	-59.75240	81.35610	67.39200
-999.20300	-206.81200	-53.69770	22.01190	169.36300	101.60300	18.28220	-156.99700	-56.63850	6.70744	93.47420	99.39040	37.38030	-54.38210	-98.49600	-47.37270	-59.74480	81.36990	67.39860
-999.10300	-206.79500	-53.68730	22.01380	169.36800	101.60500	18.28160	-156.98800	-56.62840	6.71126	93.48260	99.39350	37.38000	-54.38820	-98.48770	-47.36580	-59.73720	81.38370	67.40520
-999.00300	-206.77800	-53.67690	22.01570	169.37300	101.60600	18.28110	-156.97800	-56.61820	6.71508	93.49090	99.39650	37.37960	-54.39430	-98.47940	-47.35890	-59.72960	81.39750	67.41190
-998.90300	-206.76000	-53.66650	22.01750	169.37800	101.60700	18.28050	-156.96900	-56.60800	6.71891	93.49930	99.39950	37.37930	-54.40040	-98.47110	-47.35200	-59.72200	81.41130	67.41850
-998.80300	-206.74300	-53.65610	22.01940	169.38400	101.60800	18.27990	-156.95900	-56.59790	6.72273	93.50770	99.40250	37.37890	-54.40650	-98.46270	-47.34510	-59.71430	81.42510	67.42510
-998.70300	-206.72600	-53.64570	22.02130	169.38900	101.61000	18.27930	-156.95000	-56.58770	6.72655	93.51600	99.40550	37.37850	-54.41260	-98.45440	-47.33820	-59.70670	81.43890	67.43180
-998.60300	-206.70900	-53.63530	22.02320	169.39400	101.61100	18.27870	-156.94000	-56.57750	6.73037	93.52440	99.40850	37.37820	-54.41870	-98.44610	-47.33140	-59.69910	81.45270	67.43840
-998.50300	-206.69100	-53.62490	22.02500	169.39900	101.61200	18.27810	-156.93000	-56.56740	6.73420	93.53280	99.41150	37.37780	-54.42480	-98.43780	-47.32450	-59.69150	81.46650	67.44500
-998.40300	-206.67400	-53.61450	22.02690	169.40500	101.61400	18.27760	-156.92100	-56.55720	6.73802	93.54110	99.41460	37.37750	-54.43090	-98.42940	-47.31760	-59.68380	81.48030	67.45170
-998.30300	-206.65700	-53.60420	22.02880	169.41000	101.61500	18.27700	-156.91100	-56.54700	6.74184	93.54950	99.41760	37.37710	-54.43700	-98.42110	-47.31070	-59.67620	81.49400	67.45830
-998.20300	-206.63900	-53.59380	22.03060	169.41500	101.61600	18.27640	-156.90200	-56.53690	6.74566	93.55790	99.42060	37.37680	-54.44310	-98.41280	-47.30380	-59.66860	81.50790	67.46490
-998.10300	-206.62200	-53.58340	22.03250	169.42000	101.61800	18.27580	-156.89200	-56.52670	6.74949	93.56630	99.42360	37.37640	-54.44920	-98.40440	-47.29690	-59.66090	81.52170	67.47160
-998.00300	-206.60500	-53.57300	22.03440	169.42600	101.61900	18.27520	-156.88300	-56.51650	6.75331	93.57460	99.42660	37.37600	-54.45530	-98.39610	-47.29000	-59.65330	81.53550	67.47820
-997.90300	-206.58700	-53.56260	22.03620	169.43100	101.62000	18.27460	-156.87300	-56.50640	6.75713	93.58300	99.42960	37.37570	-54.46140	-98.38770	-47.28310	-59.64570	81.54930	67.48480
-997.80300	-206.57000	-53.55220	22.03810	169.43600	101.62200	18.27400	-156.86300	-56.49620	6.76095	93.59140	99.43260	37.37530	-54.46750	-98.37940	-47.27620	-59.63800	81.56300	67.49150
-997.70300	-206.55300	-53.54180	22.04000	169.44100	101.62300	18.27340	-156.85400	-56.48600	6.76478	93.59980	99.43570	37.37500	-54.47360	-98.37110	-47.26930	-59.63040	81.57690	67.49810
-997.60300	-206.53500	-53.53140	22.04180	169.44700	101.62400	18.27290	-156.84400	-56.47580	6.76860	93.60810	99.43870	37.37460	-54.47970	-98.36270	-47.26230	-59.62270	81.59070	67.50470
