time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	8.01682	-243.70400	13.62790	43.31540	223.21000	28.03380	-1.19920	-210.53200	5.27480	54.23190	176.10600	38.15950	-61.90950	-158.65900	-44.81630	105.37000	89.02440	81.63670
-999.90300	8.02125	-243.68100	13.63080	43.31520	223.21400	28.03350	-1.19366	-210.51400	5.27870	54.23190	176.11200	38.15940	-61.89870	-158.65000	-44.80790	105.37300	89.03180	81.63880
-999.80300	8.02568	-243.65900	13.63360	43.31510	223.21800	28.03320	-1.18811	-210.49600	5.28260	54.23190	176.11700	38.15920	-61.88790	-158.64100	-44.79960	105.37600	89.03920	81.64080
-999.70300	8.03011	-243.63600	13.63650	43.31490	223.22300	28.03300	-1.18257	-210.47800	5.28651	54.23200	176.12300	38.15910	-61.87710	-158.63200	-44.79120	105.37800	89.04660	81.64290
-999.60300	8.03454	-243.61300	13.63940	43.31480	223.22700	28.03270	-1.17702	-210.46000	5.29041	54.23200	176.12900	38.15890	-61.86640	-158.62200	-44.78290	105.38100	89.05400	81.64500
-999.50300	8.03897	-243.59000	13.64220	43.31460	223.23100	28.03250	-1.17147	-210.44200	5.29431	54.23200	176.13500	38.15880	-61.85560	-158.61300	-44.77450	105.38400	89.06140	81.64710
-999.40300	8.04340	-243.56700	13.64510	43.31440	223.23500	28.03220	-1.16593	-210.42400	5.29821	54.23210	176.14100	38.15860	-61.84480	-158.60400	-44.76620	105.38700	89.06880	81.64920
-999.30300	8.04783	-243.54400	13.64800	43.31430	223.24000	28.03200	-1.16038	-210.40600	5.30212	54.23210	176.14600	38.15850	-61.83400	-158.59500	-44.75780	105.39000	89.07620	81.65130
-999.20300	8.05226	-243.52200	13.65080	43.31410	223.24400	28.03170	-1.15483	-210.38800	5.30602	54.23210	176.15200	38.15840	-61.82320	-158.58600	-44.74950	105.39300	89.08360	81.65340
-999.10300	8.05669	-243.49900	13.65370	43.31400	223.24800	28.03150	-1.14929	-210.37000	5.30992	54.23220	176.15800	38.15820	-61.81240	-158.57700	-44.74110	105.39600	89.09100	81.65550
-999.00300	8.06112	-243.47600	13.65660	43.31380	223.25300	28.03120	-1.14374	-210.35200	5.31382	54.23220	176.16400	38.15810	-61.80170	-158.56800	-44.73280	105.39900	89.09840	81.65760
-998.90300	8.06555	-243.45300	13.65940	43.31370	223.25700	28.03100	-1.13819	-210.33400	5.31772	54.23220	176.16900	38.15790	-61.79090	-158.55900	-44.72440	105.40200	89.10590	81.65960
-998.80300	8.06997	-243.43000	13.66230	43.31350	223.26100	28.03070	-1.13265	-210.31600	5.32163	54.23230	176.17500	38.15780	-61.78010	-158.55000	-44.71610	105.40400	89.11330	81.66170
-998.70300	8.07440	-243.40700	13.66520	43.31330	223.26600	28.03050	-1.12710	-210.29800	5.32553	54.23230	176.18100	38.15760	-61.76930	-158.54000	-44.70770	105.40700	89.12070	81.66380
-998.60300	8.07883	-243.38500	13.66800	43.31320	223.27000	28.03020	-1.12155	-210.28000	5.32943	54.23230	176.18700	38.15750	-61.75850	-158.53100	-44.69940	105.41000	89.12810	81.66590
-998.50300	8.08326	-243.36200	13.67090	43.31300	223.27400	28.02990	-1.11601	-210.26200	5.33333	54.23240	176.19300	38.15730	-61.74780	-158.52200	-44.69100	105.41300	89.13550	81.66800
-998.40300	8.08769	-243.33900	13.67380	43.31290	223.27800	28.02970	-1.11046	-210.24400	5.33724	54.23240	176.19800	38.15720	-61.73700	-158.51300	-44.68270	105.41600	89.14290	81.67010
-998.30300	8.09212	-243.31600	13.67660	43.31270	223.28300	28.02940	-1.10492	-210.22600	5.34114	54.23240	176.20400	38.15700	-61.72620	-158.50400	-44.67430	105.41900	89.15040	81.67220
-998.20300	8.09655	-243.29300	13.67950	43.31250	223.28700	28.02920	-1.09937	-210.20800	5.34504	54.23240	176.21000	38.15690	-61.71540	-158.49500	-44.66600	105.42200	89.15780	81.67430
-998.10300	8.10098	-243.27000	13.68240	43.31240	223.29100	28.02890	-1.09382	-210.19000	5.34894	54.23250	176.21600	38.15680	-61.70460	-158.48600	-44.65760	105.42500	89.16520	81.67640
-998.00300	8.10541	-243.24700	13.68520	43.31220	223.29600	28.02870	-1.08828	-210.17100	5.35285	54.23250	176.22200	38.15660	-61.69390	-158.47700	-44.64920	105.42800	89.17260	81.67840
-997.90300	8.10984	-243.22500	13.68810	43.31210	223.30000	28.02840	-1.08273	-210.15300	5.35675	54.23250	176.22700	38.15650	-61.68310	-158.46700	-44.64090	105.43000	89.18000	81.68050
