time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-71.91140	-4.25480	132.66500	49.18650	112.37400	-149.84700	-54.24190	-15.55540	106.73400	14.00240	127.68900	-94.33180	-22.36240	-70.23770	78.46640	-44.70840	159.55600	-5.10264
-999.90300	-71.90640	-4.24331	132.65000	49.19140	112.37400	-149.85600	-54.24050	-15.54230	106.72400	14.00960	127.69200	-94.34600	-22.36700	-70.22140	78.46590	-44.70380	159.57000	-5.11866
-999.80300	-71.90140	-4.23181	132.63400	49.19640	112.37400	-149.86500	-54.23900	-15.52930	106.71500	14.01690	127.69400	-94.36020	-22.37160	-70.20500	78.46540	-44.69920	159.58500	-5.13468
-999.70300	-71.89630	-4.22032	132.61900	49.20140	112.37400	-149.87400	-54.23760	-15.51620	106.70500	14.02410	127.69600	-94.37440	-22.37620	-70.18870	78.46490	-44.69470	159.59900	-5.15070
-999.60300	-71.89130	-4.20883	132.60400	49.20640	112.37400	-149.88300	-54.23620	-15.50310	106.69500	14.03130	127.69800	-94.38860	-22.38070	-70.17240	78.46430	-44.69010	159.61300	-5.16673
-999.50300	-71.88630	-4.19734	132.58800	49.21130	112.37400	-149.89200	-54.23470	-15.49010	106.68600	14.03850	127.70000	-94.40280	-22.38530	-70.15600	78.46380	-44.68550	159.62800	-5.18277
-999.40300	-71.88120	-4.18585	132.57300	49.21630	112.37400	-149.90100	-54.23330	-15.47700	106.67600	14.04570	127.70200	-94.41700	-22.38990	-70.13970	78.46330	-44.68090	159.64200	-5.19880
-999.30300	-71.87620	-4.17435	132.55800	49.22130	112.37400	-149.91000	-54.23180	-15.46400	106.66600	14.05300	127.70400	-94.43120	-22.39440	-70.12340	78.46270	-44.67640	159.65600	-5.21485
-999.20300	-71.87120	-4.16286	132.54200	49.22630	112.37400	-149.91900	-54.23040	-15.45090	106.65700	14.06020	127.70600	-94.44540	-22.39900	-70.10710	78.46220	-44.67180	159.67100	-5.23090
-999.10300	-71.86610	-4.15137	132.52700	49.23120	112.37400	-149.92800	-54.22900	-15.43780	106.64700	14.06740	127.70800	-94.45960	-22.40360	-70.09070	78.46170	-44.66720	159.68500	-5.24695
-999.00300	-71.86110	-4.13988	132.51200	49.23620	112.37400	-149.93700	-54.22750	-15.42480	106.63700	14.07460	127.71000	-94.47380	-22.40810	-70.07440	78.46110	-44.66260	159.69900	-5.26300
-998.90300	-71.85610	-4.12838	132.49600	49.24120	112.37400	-149.94600	-54.22610	-15.41170	106.62800	14.08190	127.71200	-94.48810	-22.41270	-70.05810	78.46060	-44.65800	159.71400	-5.27906
-998.80300	-71.85100	-4.11689	132.48100	49.24620	112.37400	-149.95500	-54.22470	-15.39870	106.61800	14.08910	127.71400	-94.50230	-22.41730	-70.04170	78.46000	-44.65340	159.72800	-5.29513
-998.70300	-71.84600	-4.10540	132.46600	49.25120	112.37400	-149.96400	-54.22320	-15.38560	106.60800	14.09630	127.71600	-94.51650	-22.42180	-70.02540	78.45950	-44.64880	159.74200	-5.31120
-998.60300	-71.84100	-4.09391	132.45000	49.25620	112.37400	-149.97300	-54.22180	-15.37250	106.59900	14.10360	127.71800	-94.53070	-22.42640	-70.00910	78.45900	-44.64430	159.75700	-5.32727
-998.50300	-71.83590	-4.08242	132.43500	49.26120	112.37400	-149.98200	-54.22030	-15.35950	106.58900	14.11080	127.72000	-94.54500	-22.43100	-69.99270	78.45840	-44.63970	159.77100	-5.34335
-998.40300	-71.83090	-4.07092	132.42000	49.26620	112.37400	-149.99100	-54.21890	-15.34640	106.57900	14.11800	127.72200	-94.55920	-22.43550	-69.97640	78.45790	-44.63510	159.78500	-5.35943
-998.30300	-71.82590	-4.05943	132.40400	49.27110	112.37400	-150.00000	-54.21740	-15.33330	106.57000	14.12530	127.72400	-94.57340	-22.44010	-69.96000	78.45730	-44.63050	159.80000	-5.37552
-998.20300	-71.82080	-4.04794	132.38900	49.27610	112.37400	-150.00900	-54.21600	-15.32030	106.56000	14.13250	127.72600	-94.58760	-22.44470	-69.94370	78.45680	-44.62590	159.81400	-5.39161
-998.10300	-71.81580	-4.03644	132.37400	49.28110	112.37400	-150.01800	-54.21460	-15.30720	106.55000	14.13980	127.72900	-94.60190	-22.44920	-69.92740	78.45620	-44.62130	159.82800	-5.40771
-998.00300	-71.81080	-4.02495	132.35800	49.28610	112.37400	-150.02700	-54.21310	-15.29420	106.54100	14.14700	127.73100	-94.61610	-22.45380	-69.91100	78.45570	-44.61660	159.84300	-5.42381
-997.90300	-71.80570	-4.01346	132.34300	49.29110	112.37400	-150.03700	-54.21170	-15.28110	106.53100	14.15430	127.73300	-94.63040	-22.45840	-69.89470	78.45510	-44.61200	159.85700	-5.43991
-997.80300	-71.80070	-4.00197	132.32800	49.29610	112.37400	-150.04600	-54.21020	-15.26800	106.52100	14.16150	127.73500	-94.64460	-22.46290	-69.87830	78.45450	-44.60740	159.87100	-5.45602
-997.70300	-71.79560	-3.99047	132.31200	49.30110	112.37400	-150.05500	-54.20880	-15.25500	106.51200	14.16880	127.73700	-94.65880	-22.46750	-69.86200	78.45400	-44.60280	159.88600	-5.47213
-997.60300	-71.79060	-3.97898	132.29700	49.30610	112.37400	-150.06400	-54.20730	-15.24190	106.50200	14.17600	127.73900	-94.67310	-22.47200	-69.84560	78.45340	-44.59820	159.90000	-5.48825
-997.50300	-71.78550	-3.96749	132.28100	49.31110	112.37400	-150.07300	-54.20590	-15.22880	106.49200	14.18330	127.74100	-94.68730	-22.47660	-69.82920	78.45290	-44.59360	159.91500	-5.50437
-997.40400	-71.78050	-3.95600	132.26600	49.31610	112.37400	-150.08200	-54.20440	-15.21580	106.48200	14.19050	127.74300	-94.70160	-22.48120	-69.81290	78.45230	-44.58900	159.92900	-5.52050
-997.30400	-71.77540	-3.94450	132.25100	49.32110	112.37400	-150.09100	-54.20300	-15.20270	106.47300	14.19780	127.74500	-94.71580	-22.48570	-69.79650	78.45170	-44.58430	159.94300	-5.53663
-997.20400	-71.77040	-3.93301	132.23500	49.32610	112.37400	-150.10000	-54.20150	-15.18960	106.46300	14.20500	127.74700	-94.73010	-22.49030	-69.78020	78.45120	-44.57970	159.95800	-5.55277
-997.10400	-71.76530	-3.92152	132.22000	49.33110	112.37300	-150.10900	-54.20010	-15.17660	106.45300	14.21230	127.74900	-94.74440	-22.49480	-69.76380	78.45060	-44.57510	159.97200	-5.56891
-997.00400	-71.76030	-3.91003	132.20500	49.33610	112.37300	-150.11800	-54.19860	-15.16350	106.44400	14.21960	127.75100	-94.75860	-22.49940	-69.74750	78.45000	-44.57040	159.98600	-5.58505
-996.90400	-71.75520	-3.89853	132.18900	49.34110	112.37300	-150.12700	-54.19710	-15.15040	106.43400	14.22680	127.75300	-94.77290	-22.50400	-69.73110	78.44950	-44.56580	160.00100	-5.60120
-996.80400	-71.75020	-3.88704	132.17400	49.34610	112.37300	-150.13600	-54.19570	-15.13740	106.42400	14.23410	127.75500	-94.78710	-22.50850	-69.71470	78.44890	-44.56120	160.01500	-5.61735
-996.70400	-71.74510	-3.87555	132.15900	49.35120	112.37300	-150.14500	-54.19420	-15.12430	106.41500	14.24130	127.75700	-94.80140	-22.51310	-69.69840	78.44830	-44.55650	160.02900	-5.63351
-996.60400	-71.74010	-3.86405	132.14300	49.35620	112.37300	-150.15400	-54.19280	-15.11120	106.40500	14.24860	127.75900	-94.81570	-22.51760	-69.68200	78.44770	-44.55190	160.04400	-5.64967
-996.50400	-71.73500	-3.85256	132.12800	49.36120	112.37300	-150.16300	-54.19130	-15.09820	106.39500	14.25590	127.76100	-94.83000	-22.52220	-69.66560	78.44710	-44.54730	160.05800	-5.66584
