time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-88.20930	-12.79240	121.84000	39.25520	107.17200	-156.44300	-64.15760	-20.75000	100.14800	-7.25300	116.55500	-108.45100	-14.16100	-65.94080	83.91510	-86.07380	137.88800	-32.58130
-999.90300	-88.20530	-12.78150	121.82400	39.26130	107.17200	-156.45100	-64.15830	-20.73810	100.13600	-7.24447	116.55800	-108.46400	-14.16980	-65.92670	83.91180	-86.07090	137.90200	-32.59840
-999.80300	-88.20120	-12.77050	121.80800	39.26750	107.17300	-156.46000	-64.15900	-20.72620	100.12500	-7.23594	116.56100	-108.47700	-14.17860	-65.91260	83.90840	-86.06800	137.91500	-32.61550
-999.70300	-88.19720	-12.75950	121.79200	39.27360	107.17300	-156.46800	-64.15980	-20.71430	100.11400	-7.22740	116.56400	-108.49100	-14.18740	-65.89850	83.90510	-86.06510	137.92800	-32.63270
-999.60300	-88.19320	-12.74860	121.77600	39.27980	107.17400	-156.47600	-64.16050	-20.70230	100.10300	-7.21886	116.56700	-108.50400	-14.19620	-65.88440	83.90180	-86.06220	137.94200	-32.64980
-999.50300	-88.18920	-12.73760	121.76000	39.28600	107.17500	-156.48400	-64.16130	-20.69040	100.09200	-7.21032	116.56900	-108.51700	-14.20500	-65.87030	83.89840	-86.05930	137.95500	-32.66700
-999.40300	-88.18520	-12.72660	121.74400	39.29210	107.17500	-156.49200	-64.16200	-20.67850	100.08100	-7.20177	116.57200	-108.53000	-14.21380	-65.85610	83.89510	-86.05640	137.96900	-32.68410
-999.30300	-88.18120	-12.71570	121.72800	39.29830	107.17600	-156.50100	-64.16270	-20.66660	100.07000	-7.19323	116.57500	-108.54400	-14.22260	-65.84200	83.89170	-86.05350	137.98200	-32.70130
-999.20300	-88.17710	-12.70470	121.71200	39.30450	107.17700	-156.50900	-64.16350	-20.65460	100.05900	-7.18468	116.57800	-108.55700	-14.23140	-65.82790	83.88840	-86.05060	137.99600	-32.71840
-999.10300	-88.17310	-12.69380	121.69600	39.31060	107.17700	-156.51700	-64.16420	-20.64270	100.04800	-7.17613	116.58000	-108.57000	-14.24020	-65.81380	83.88500	-86.04770	138.00900	-32.73560
-999.00300	-88.16910	-12.68280	121.68000	39.31680	107.17800	-156.52500	-64.16490	-20.63080	100.03700	-7.16758	116.58300	-108.58400	-14.24900	-65.79970	83.88170	-86.04470	138.02300	-32.75270
