time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	53.48680	-191.07100	131.82600	16.54600	184.33700	-129.08000	35.04350	-165.26600	114.33500	40.11750	146.62200	-103.42300	-50.92240	-133.55100	94.60410	119.97000	83.53870	-61.63430
-999.90300	53.48850	-191.05300	131.81300	16.54500	184.34100	-129.08300	35.04760	-165.25100	114.32400	40.11640	146.62700	-103.42600	-50.91010	-133.54300	94.59780	119.97300	83.54550	-61.63910
-999.80300	53.49010	-191.03400	131.80000	16.54390	184.34500	-129.08500	35.05170	-165.23600	114.31400	40.11540	146.63200	-103.43000	-50.89780	-133.53400	94.59150	119.97600	83.55220	-61.64390
-999.70300	53.49180	-191.01500	131.78600	16.54290	184.34800	-129.08800	35.05580	-165.22100	114.30300	40.11430	146.63700	-103.43300	-50.88560	-133.52600	94.58520	119.97800	83.55900	-61.64870
-999.60300	53.49350	-190.99600	131.77300	16.54190	184.35200	-129.09000	35.05990	-165.20600	114.29300	40.11330	146.64200	-103.43700	-50.87330	-133.51700	94.57880	119.98100	83.56580	-61.65340
-999.50300	53.49520	-190.97700	131.76000	16.54080	184.35500	-129.09300	35.06400	-165.19100	114.28200	40.11220	146.64700	-103.44000	-50.86100	-133.50800	94.57250	119.98300	83.57250	-61.65820
-999.40300	53.49690	-190.95800	131.74700	16.53980	184.35900	-129.09500	35.06810	-165.17600	114.27200	40.11120	146.65200	-103.44300	-50.84870	-133.50000	94.56620	119.98600	83.57930	-61.66300
-999.30300	53.49860	-190.94000	131.73400	16.53870	184.36300	-129.09800	35.07220	-165.16100	114.26100	40.11010	146.65700	-103.44700	-50.83650	-133.49100	94.55990	119.98800	83.58600	-61.66780
-999.20300	53.50030	-190.92100	131.72000	16.53770	184.36600	-129.10000	35.07630	-165.14600	114.25000	40.10900	146.66200	-103.45000	-50.82420	-133.48300	94.55360	119.99100	83.59280	-61.67260
-999.10300	53.50200	-190.90200	131.70700	16.53670	184.37000	-129.10300	35.08040	-165.13100	114.24000	40.10800	146.66700	-103.45400	-50.81190	-133.47400	94.54730	119.99400	83.59960	-61.67740
-999.00300	53.50370	-190.88300	131.69400	16.53560	184.37300	-129.10500	35.08450	-165.11600	114.22900	40.10690	146.67200	-103.45700	-50.79960	-133.46600	94.54100	119.99600	83.60630	-61.68220
-998.90300	53.50540	-190.86400	131.68100	16.53460	184.37700	-129.10800	35.08860	-165.10100	114.21900	40.10590	146.67700	-103.46100	-50.78740	-133.45700	94.53470	119.99900	83.61310	-61.68700
-998.80300	53.50710	-190.84500	131.66800	16.53360	184.38100	-129.11000	35.09270	-165.08600	114.20800	40.10480	146.68200	-103.46400	-50.77510	-133.44900	94.52830	120.00100	83.61990	-61.69180
-998.70300	53.50880	-190.82700	131.65400	16.53250	184.38400	-129.11300	35.09680	-165.07100	114.19800	40.10380	146.68700	-103.46800	-50.76280	-133.44000	94.52200	120.00400	83.62660	-61.69660
-998.60300	53.51040	-190.80800	131.64100	16.53150	184.38800	-129.11500	35.10090	-165.05600	114.18700	40.10270	146.69200	-103.47100	-50.75050	-133.43100	94.51570	120.00700	83.63340	-61.70140
-998.50300	53.51210	-190.78900	131.62800	16.53040	184.39200	-129.11800	35.10500	-165.04100	114.17600	40.10160	146.69700	-103.47400	-50.73830	-133.42300	94.50940	120.00900	83.64020	-61.70620
-998.40300	53.51380	-190.77000	131.61500	16.52940	184.39500	-129.12000	35.10910	-165.02600	114.16600	40.10060	146.70200	-103.47800	-50.72600	-133.41400	94.50310	120.01200	83.64700	-61.71100
-998.30300	53.51550	-190.75100	131.60100	16.52840	184.39900	-129.12300	35.11320	-165.01100	114.15500	40.09950	146.70700	-103.48100	-50.71370	-133.40600	94.49680	120.01400	83.65370	-61.71580
-998.20300	53.51720	-190.73200	131.58800	16.52730	184.40200	-129.12500	35.11730	-164.99600	114.14500	40.09850	146.71200	-103.48500	-50.70150	-133.39700	94.49050	120.01700	83.66050	-61.72060
