time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	21.11780	-181.49100	102.31000	50.58600	165.23000	-89.43060	-2.84856	-140.98600	78.45230	79.37600	100.24600	-51.66820	-90.14540	-68.82630	33.57840	115.25000	-32.98320	24.51920
-999.90300	21.12290	-181.47400	102.30100	50.58540	165.23500	-89.43340	-2.84044	-140.97600	78.44700	79.37620	100.25400	-51.67280	-90.13360	-68.82970	33.58090	115.26400	-32.97270	24.51400
-999.80300	21.12810	-181.45700	102.29200	50.58480	165.24000	-89.43620	-2.83232	-140.96500	78.44170	79.37640	100.26200	-51.67740	-90.12180	-68.83300	33.58340	115.27800	-32.96210	24.50880
-999.70300	21.13330	-181.44000	102.28300	50.58410	165.24500	-89.43900	-2.82421	-140.95500	78.43640	79.37650	100.27100	-51.68200	-90.11000	-68.83640	33.58590	115.29200	-32.95150	24.50370
-999.60300	21.13840	-181.42400	102.27400	50.58350	165.25000	-89.44170	-2.81609	-140.94500	78.43120	79.37670	100.27900	-51.68660	-90.09820	-68.83980	33.58840	115.30600	-32.94090	24.49850
-999.50300	21.14360	-181.40700	102.26500	50.58290	165.25500	-89.44450	-2.80797	-140.93500	78.42590	79.37690	100.28700	-51.69120	-90.08640	-68.84310	33.59100	115.32000	-32.93030	24.49330
-999.40300	21.14880	-181.39000	102.25500	50.58220	165.26000	-89.44730	-2.79985	-140.92400	78.42060	79.37700	100.29600	-51.69580	-90.07460	-68.84650	33.59350	115.33300	-32.91970	24.48820
-999.30300	21.15400	-181.37300	102.24600	50.58160	165.26500	-89.45010	-2.79173	-140.91400	78.41530	79.37720	100.30400	-51.70040	-90.06280	-68.84990	33.59600	115.34700	-32.90910	24.48300
-999.20300	21.15910	-181.35600	102.23700	50.58100	165.27000	-89.45290	-2.78362	-140.90400	78.41000	79.37730	100.31200	-51.70500	-90.05100	-68.85320	33.59850	115.36100	-32.89840	24.47780
-999.10300	21.16430	-181.33900	102.22800	50.58030	165.27500	-89.45570	-2.77550	-140.89400	78.40470	79.37750	100.32100	-51.70960	-90.03920	-68.85660	33.60100	115.37500	-32.88780	24.47260
-999.00300	21.16950	-181.32200	102.21900	50.57970	165.28000	-89.45840	-2.76738	-140.88300	78.39950	79.37770	100.32900	-51.71430	-90.02740	-68.86000	33.60350	115.38900	-32.87720	24.46740
-998.90300	21.17470	-181.30500	102.21000	50.57910	165.28500	-89.46120	-2.75926	-140.87300	78.39420	79.37780	100.33700	-51.71890	-90.01560	-68.86330	33.60600	115.40300	-32.86660	24.46230
-998.80300	21.17980	-181.28800	102.20000	50.57840	165.28900	-89.46400	-2.75114	-140.86300	78.38890	79.37800	100.34500	-51.72350	-90.00380	-68.86670	33.60850	115.41700	-32.85600	24.45710
-998.70300	21.18500	-181.27100	102.19100	50.57780	165.29400	-89.46680	-2.74303	-140.85300	78.38360	79.37820	100.35400	-51.72810	-89.99200	-68.87000	33.61100	115.43100	-32.84540	24.45190
-998.60300	21.19020	-181.25500	102.18200	50.57720	165.29900	-89.46960	-2.73491	-140.84200	78.37830	79.37830	100.36200	-51.73270	-89.98020	-68.87340	33.61350	115.44400	-32.83480	24.44670
-998.50300	21.19530	-181.23800	102.17300	50.57650	165.30400	-89.47240	-2.72679	-140.83200	78.37300	79.37850	100.37000	-51.73730	-89.96840	-68.87670	33.61600	115.45800	-32.82410	24.44150
-998.40300	21.20050	-181.22100	102.16400	50.57590	165.30900	-89.47510	-2.71867	-140.82200	78.36770	79.37870	100.37900	-51.74200	-89.95660	-68.88010	33.61850	115.47200	-32.81350	24.43630
-998.30300	21.20570	-181.20400	102.15500	50.57520	165.31400	-89.47790	-2.71055	-140.81200	78.36240	79.37880	100.38700	-51.74660	-89.94480	-68.88350	33.62100	115.48600	-32.80290	24.43120
-998.20300	21.21090	-181.18700	102.14600	50.57460	165.31900	-89.48070	-2.70243	-140.80100	78.35710	79.37900	100.39500	-51.75120	-89.93290	-68.88680	33.62350	115.50000	-32.79220	24.42600
-998.10300	21.21600	-181.17000	102.13600	50.57400	165.32400	-89.48350	-2.69432	-140.79100	78.35180	79.37910	100.40300	-51.75580	-89.92110	-68.89020	33.62600	115.51400	-32.78160	24.42080
-998.00300	21.22120	-181.15300	102.12700	50.57330	165.32900	-89.48630	-2.68620	-140.78100	78.34650	79.37930	100.41200	-51.76040	-89.90930	-68.89350	33.62850	115.52800	-32.77100	24.41560
-997.90300	21.22640	-181.13600	102.11800	50.57270	165.33400	-89.48910	-2.67808	-140.77100	78.34120	79.37940	100.42000	-51.76510	-89.89750	-68.89690	33.63100	115.54200	-32.76030	24.41040
-997.80300	21.23150	-181.11900	102.10900	50.57200	165.33900	-89.49190	-2.66996	-140.76000	78.33590	79.37960	100.42800	-51.76970	-89.88570	-68.90020	33.63350	115.55500	-32.74970	24.40520
-997.70300	21.23670	-181.10200	102.10000	50.57140	165.34400	-89.49470	-2.66184	-140.75000	78.33060	79.37980	100.43700	-51.77430	-89.87390	-68.90360	33.63590	115.56900	-32.73910	24.40000
