time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-212.97300	6.27656	106.53800	186.33900	58.58360	-112.96700	-181.06100	-5.21411	93.82600	140.64800	72.16680	-93.88220	-124.07300	-79.37380	87.66200	52.87730	133.23000	-68.00220
-999.90300	-212.95400	6.28255	106.52700	186.34300	58.58340	-112.96900	-181.04600	-5.20673	93.81640	140.65400	72.16700	-93.88500	-124.06800	-79.36020	87.65510	52.88360	133.23400	-68.00670
-999.80300	-212.93500	6.28854	106.51500	186.34700	58.58330	-112.97100	-181.03200	-5.19934	93.80680	140.65900	72.16710	-93.88790	-124.06200	-79.34660	87.64810	52.88990	133.23800	-68.01110
-999.70300	-212.91600	6.29453	106.50400	186.35200	58.58320	-112.97300	-181.01700	-5.19196	93.79720	140.66400	72.16730	-93.89070	-124.05700	-79.33300	87.64120	52.89610	133.24200	-68.01550
-999.60300	-212.89700	6.30052	106.49200	186.35600	58.58300	-112.97500	-181.00300	-5.18458	93.78760	140.67000	72.16750	-93.89350	-124.05100	-79.31930	87.63420	52.90240	133.24600	-68.02000
-999.50300	-212.87800	6.30652	106.48100	186.36000	58.58290	-112.97700	-180.98900	-5.17720	93.77790	140.67500	72.16760	-93.89630	-124.04600	-79.30570	87.62730	52.90870	133.25000	-68.02440
-999.40300	-212.85900	6.31251	106.46900	186.36400	58.58270	-112.97900	-180.97400	-5.16982	93.76830	140.68100	72.16780	-93.89910	-124.04100	-79.29210	87.62030	52.91500	133.25400	-68.02880
-999.30300	-212.84000	6.31850	106.45700	186.36800	58.58260	-112.98100	-180.96000	-5.16244	93.75870	140.68600	72.16790	-93.90200	-124.03500	-79.27850	87.61330	52.92130	133.25800	-68.03330
-999.20300	-212.82100	6.32449	106.44600	186.37200	58.58250	-112.98300	-180.94600	-5.15506	93.74910	140.69200	72.16810	-93.90480	-124.03000	-79.26480	87.60640	52.92750	133.26200	-68.03770
-999.10300	-212.80200	6.33048	106.43400	186.37600	58.58230	-112.98500	-180.93100	-5.14768	93.73950	140.69700	72.16820	-93.90760	-124.02400	-79.25120	87.59940	52.93380	133.26600	-68.04220
-999.00300	-212.78300	6.33647	106.42300	186.38000	58.58220	-112.98700	-180.91700	-5.14030	93.72990	140.70300	72.16840	-93.91050	-124.01900	-79.23760	87.59250	52.94010	133.27000	-68.04660
-998.90300	-212.76300	6.34246	106.41100	186.38400	58.58200	-112.98900	-180.90200	-5.13292	93.72030	140.70800	72.16860	-93.91330	-124.01400	-79.22400	87.58550	52.94640	133.27400	-68.05100
-998.80300	-212.74400	6.34845	106.40000	186.38800	58.58190	-112.99100	-180.88800	-5.12554	93.71070	140.71300	72.16870	-93.91610	-124.00800	-79.21030	87.57860	52.95270	133.27800	-68.05550
-998.70300	-212.72500	6.35445	106.38800	186.39200	58.58170	-112.99300	-180.87400	-5.11816	93.70110	140.71900	72.16890	-93.91890	-124.00300	-79.19670	87.57160	52.95900	133.28200	-68.05990
-998.60300	-212.70600	6.36044	106.37600	186.39600	58.58160	-112.99500	-180.85900	-5.11077	93.69150	140.72400	72.16900	-93.92180	-123.99700	-79.18310	87.56470	52.96530	133.28600	-68.06440
-998.50300	-212.68700	6.36643	106.36500	186.40000	58.58140	-112.99700	-180.84500	-5.10339	93.68190	140.73000	72.16920	-93.92460	-123.99200	-79.16950	87.55770	52.97160	133.29000	-68.06880
-998.40300	-212.66800	6.37242	106.35300	186.40400	58.58130	-112.99900	-180.83000	-5.09601	93.67220	140.73500	72.16930	-93.92740	-123.98600	-79.15580	87.55070	52.97790	133.29400	-68.07330
-998.30300	-212.64900	6.37841	106.34200	186.40800	58.58120	-113.00100	-180.81600	-5.08863	93.66260	140.74100	72.16950	-93.93020	-123.98100	-79.14220	87.54380	52.98410	133.29800	-68.07770
-998.20300	-212.63000	6.38440	106.33000	186.41200	58.58100	-113.00300	-180.80200	-5.08125	93.65300	140.74600	72.16970	-93.93310	-123.97600	-79.12860	87.53680	52.99040	133.30200	-68.08220
-998.10300	-212.61100	6.39039	106.31900	186.41600	58.58090	-113.00500	-180.78700	-5.07387	93.64340	140.75200	72.16980	-93.93590	-123.97000	-79.11490	87.52980	52.99670	133.30600	-68.08660
-998.00300	-212.59200	6.39638	106.30700	186.42000	58.58070	-113.00700	-180.77300	-5.06649	93.63380	140.75700	72.17000	-93.93870	-123.96500	-79.10130	87.52290	53.00300	133.31000	-68.09100
-997.90300	-212.57300	6.40238	106.29600	186.42400	58.58060	-113.00900	-180.75800	-5.05911	93.62420	140.76300	72.17010	-93.94160	-123.95900	-79.08760	87.51590	53.00930	133.31400	-68.09550
-997.80300	-212.55400	6.40837	106.28400	186.42800	58.58040	-113.01100	-180.74400	-5.05173	93.61460	140.76800	72.17030	-93.94440	-123.95400	-79.07400	87.50890	53.01560	133.31800	-68.09990
-997.70300	-212.53500	6.41436	106.27200	186.43200	58.58030	-113.01300	-180.73000	-5.04435	93.60500	140.77400	72.17040	-93.94720	-123.94900	-79.06040	87.50190	53.02190	133.32200	-68.10440
-997.60300	-212.51600	6.42035	106.26100	186.43600	58.58010	-113.01500	-180.71500	-5.03697	93.59540	140.77900	72.17060	-93.95010	-123.94300	-79.04670	87.49500	53.02830	133.32600	-68.10880
-997.50300	-212.49700	6.42634	106.24900	186.44000	58.58000	-113.01700	-180.70100	-5.02958	93.58580	140.78400	72.17070	-93.95290	-123.93800	-79.03310	87.48800	53.03460	133.33000	-68.11330
-997.40400	-212.47800	6.43233	106.23800	186.44400	58.57980	-113.02000	-180.68600	-5.02220	93.57610	140.79000	72.17090	-93.95570	-123.93200	-79.01940	87.48100	53.04090	133.33400	-68.11770
-997.30400	-212.45800	6.43832	106.22600	186.44800	58.57970	-113.02200	-180.67200	-5.01482	93.56650	140.79500	72.17100	-93.95850	-123.92700	-79.00580	87.47410	53.04720	133.33800	-68.12220
-997.20400	-212.43900	6.44431	106.21500	186.45300	58.57960	-113.02400	-180.65800	-5.00744	93.55690	140.80100	72.17120	-93.96140	-123.92100	-78.99220	87.46710	53.05350	133.34200	-68.12660
