time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-68.76920	-174.75400	1.44336	90.77280	139.98100	70.26450	-58.90570	-125.84000	-17.74390	68.74220	57.49120	91.82080	-54.03770	-31.69850	-82.91910	9.10881	-92.06860	91.49700
-999.90300	-68.75990	-174.74000	1.45055	90.77530	139.98700	70.26430	-58.89860	-125.83400	-17.73460	68.74740	57.50230	91.82230	-54.03670	-31.70790	-82.90970	9.12107	-92.06140	91.51580
-999.80300	-68.75060	-174.72600	1.45774	90.77780	139.99400	70.26410	-58.89160	-125.82800	-17.72520	68.75250	57.51330	91.82390	-54.03580	-31.71730	-82.90030	9.13333	-92.05420	91.53460
-999.70300	-68.74130	-174.71200	1.46492	90.78030	140.00000	70.26400	-58.88460	-125.82200	-17.71580	68.75770	57.52430	91.82540	-54.03490	-31.72670	-82.89100	9.14560	-92.04700	91.55340
-999.60300	-68.73200	-174.69700	1.47211	90.78270	140.00700	70.26380	-58.87750	-125.81600	-17.70640	68.76290	57.53540	91.82700	-54.03390	-31.73610	-82.88160	9.15786	-92.03980	91.57220
-999.50300	-68.72270	-174.68300	1.47929	90.78520	140.01300	70.26370	-58.87050	-125.81000	-17.69700	68.76800	57.54640	91.82850	-54.03300	-31.74560	-82.87230	9.17013	-92.03260	91.59100
-999.40300	-68.71350	-174.66900	1.48648	90.78770	140.02000	70.26350	-58.86350	-125.80400	-17.68760	68.77320	57.55740	91.83010	-54.03210	-31.75500	-82.86290	9.18240	-92.02540	91.60980
-999.30300	-68.70420	-174.65400	1.49367	90.79020	140.02600	70.26340	-58.85640	-125.79900	-17.67820	68.77840	57.56850	91.83160	-54.03110	-31.76440	-82.85350	9.19467	-92.01820	91.62870
-999.20300	-68.69490	-174.64000	1.50085	90.79270	140.03200	70.26320	-58.84940	-125.79300	-17.66880	68.78350	57.57950	91.83320	-54.03020	-31.77380	-82.84410	9.20694	-92.01100	91.64750
-999.10300	-68.68560	-174.62600	1.50804	90.79520	140.03900	70.26300	-58.84240	-125.78700	-17.65940	68.78870	57.59060	91.83470	-54.02920	-31.78320	-82.83480	9.21922	-92.00380	91.66630
-999.00300	-68.67630	-174.61100	1.51522	90.79770	140.04500	70.26290	-58.83530	-125.78100	-17.65000	68.79390	57.60160	91.83630	-54.02830	-31.79260	-82.82540	9.23149	-91.99650	91.68510
-998.90300	-68.66710	-174.59700	1.52241	90.80020	140.05200	70.26270	-58.82830	-125.77500	-17.64060	68.79900	57.61270	91.83780	-54.02730	-31.80200	-82.81600	9.24377	-91.98930	91.70390
-998.80300	-68.65780	-174.58300	1.52960	90.80270	140.05800	70.26260	-58.82130	-125.76900	-17.63130	68.80420	57.62370	91.83940	-54.02640	-31.81140	-82.80660	9.25605	-91.98210	91.72280
-998.70300	-68.64850	-174.56800	1.53678	90.80520	140.06500	70.26240	-58.81420	-125.76300	-17.62190	68.80940	57.63480	91.84090	-54.02550	-31.82080	-82.79730	9.26833	-91.97490	91.74160
-998.60300	-68.63920	-174.55400	1.54397	90.80770	140.07100	70.26220	-58.80720	-125.75700	-17.61250	68.81450	57.64580	91.84250	-54.02450	-31.83020	-82.78790	9.28061	-91.96760	91.76040
-998.50300	-68.62990	-174.54000	1.55115	90.81020	140.07800	70.26210	-58.80010	-125.75100	-17.60310	68.81970	57.65690	91.84400	-54.02360	-31.83960	-82.77850	9.29290	-91.96040	91.77920
-998.40300	-68.62070	-174.52500	1.55834	90.81260	140.08400	70.26190	-58.79310	-125.74600	-17.59370	68.82490	57.66790	91.84560	-54.02260	-31.84900	-82.76910	9.30518	-91.95310	91.79800
-998.30300	-68.61140	-174.51100	1.56552	90.81510	140.09100	70.26170	-58.78610	-125.74000	-17.58430	68.83000	57.67900	91.84710	-54.02170	-31.85840	-82.75970	9.31747	-91.94590	91.81690
-998.20300	-68.60210	-174.49700	1.57271	90.81760	140.09700	70.26160	-58.77900	-125.73400	-17.57490	68.83520	57.69000	91.84870	-54.02070	-31.86780	-82.75030	9.32976	-91.93860	91.83570
-998.10300	-68.59280	-174.48300	1.57990	90.82010	140.10400	70.26140	-58.77200	-125.72800	-17.56550	68.84040	57.70110	91.85020	-54.01970	-31.87720	-82.74090	9.34205	-91.93140	91.85450
-998.00300	-68.58350	-174.46800	1.58708	90.82260	140.11000	70.26120	-58.76500	-125.72200	-17.55610	68.84560	57.71220	91.85170	-54.01880	-31.88670	-82.73150	9.35434	-91.92410	91.87330
