time	x_f	y_f	z_f	Vx_f	Vy_f	Vz_f	x_nf	y_nf	z_nf	Vx_nf	Vy_nf	Vz_nf	x_kepl	y_kepl	z_kepl	Vx_kepl	Vy_kepl	Vz_kepl
-1000.00000	-156.53800	-103.75100	1.44326	117.93500	118.00700	70.26460	-110.76200	-83.88920	-17.74380	41.86610	79.23370	91.82060	-19.71160	-59.46520	-82.91860	-91.94260	-10.32450	91.49440
-999.90300	-156.52600	-103.73900	1.45045	117.94100	118.01000	70.26440	-110.75700	-83.88110	-17.73440	41.87580	79.24100	91.82210	-19.72100	-59.46630	-82.90920	-91.93810	-10.31100	91.51320
-999.80300	-156.51400	-103.72700	1.45764	117.94700	118.01400	70.26430	-110.75300	-83.87300	-17.72510	41.88550	79.24840	91.82370	-19.73040	-59.46730	-82.89990	-91.93360	-10.29750	91.53200
-999.70300	-156.50100	-103.71500	1.46482	117.95200	118.01800	70.26410	-110.74900	-83.86490	-17.71570	41.89530	79.25570	91.82520	-19.73980	-59.46840	-82.89050	-91.92910	-10.28400	91.55080
-999.60300	-156.48900	-103.70300	1.47201	117.95800	118.02200	70.26400	-110.74500	-83.85680	-17.70630	41.90500	79.26310	91.82680	-19.74920	-59.46950	-82.88120	-91.92470	-10.27050	91.56970
-999.50300	-156.47700	-103.69100	1.47919	117.96400	118.02500	70.26380	-110.74000	-83.84870	-17.69690	41.91470	79.27050	91.82840	-19.75860	-59.47050	-82.87180	-91.92020	-10.25700	91.58850
-999.40300	-156.46500	-103.67900	1.48638	117.97000	118.02900	70.26370	-110.73600	-83.84050	-17.68750	41.92440	79.27780	91.82990	-19.76800	-59.47150	-82.86240	-91.91570	-10.24350	91.60730
-999.30300	-156.45300	-103.66700	1.49357	117.97600	118.03300	70.26350	-110.73200	-83.83240	-17.67810	41.93410	79.28520	91.83150	-19.77740	-59.47260	-82.85310	-91.91120	-10.23000	91.62610
-999.20300	-156.44100	-103.65500	1.50075	117.98100	118.03700	70.26340	-110.72800	-83.82430	-17.66870	41.94380	79.29250	91.83300	-19.78680	-59.47360	-82.84370	-91.90670	-10.21650	91.64490
-999.10300	-156.42900	-103.64300	1.50794	117.98700	118.04100	70.26320	-110.72300	-83.81620	-17.65930	41.95360	79.29990	91.83460	-19.79620	-59.47470	-82.83430	-91.90220	-10.20300	91.66380
-999.00300	-156.41700	-103.63000	1.51512	117.99300	118.04400	70.26300	-110.71900	-83.80810	-17.64990	41.96330	79.30720	91.83610	-19.80560	-59.47570	-82.82490	-91.89770	-10.18950	91.68260
-998.90300	-156.40500	-103.61800	1.52231	117.99900	118.04800	70.26290	-110.71500	-83.80000	-17.64050	41.97300	79.31460	91.83770	-19.81500	-59.47680	-82.81560	-91.89320	-10.17600	91.70140
-998.80300	-156.39300	-103.60600	1.52950	118.00500	118.05200	70.26270	-110.71000	-83.79190	-17.63110	41.98270	79.32200	91.83920	-19.82440	-59.47780	-82.80620	-91.88870	-10.16240	91.72020
-998.70300	-156.38100	-103.59400	1.53668	118.01100	118.05600	70.26250	-110.70600	-83.78380	-17.62180	41.99250	79.32930	91.84080	-19.83380	-59.47880	-82.79680	-91.88420	-10.14890	91.73900
-998.60300	-156.36900	-103.58200	1.54387	118.01600	118.06000	70.26240	-110.70200	-83.77570	-17.61240	42.00220	79.33670	91.84230	-19.84320	-59.47990	-82.78740	-91.87970	-10.13540	91.75790
-998.50300	-156.35700	-103.57000	1.55105	118.02200	118.06300	70.26220	-110.69700	-83.76760	-17.60300	42.01190	79.34410	91.84390	-19.85260	-59.48090	-82.77800	-91.87520	-10.12190	91.77670
-998.40300	-156.34500	-103.55800	1.55824	118.02800	118.06700	70.26200	-110.69300	-83.75950	-17.59360	42.02170	79.35140	91.84540	-19.86200	-59.48200	-82.76870	-91.87070	-10.10830	91.79550
-998.30300	-156.33300	-103.54600	1.56543	118.03400	118.07100	70.26190	-110.68900	-83.75130	-17.58420	42.03140	79.35880	91.84690	-19.87130	-59.48300	-82.75930	-91.86610	-10.09480	91.81430
-998.20300	-156.32100	-103.53400	1.57261	118.04000	118.07500	70.26170	-110.68500	-83.74320	-17.57480	42.04110	79.36610	91.84850	-19.88070	-59.48400	-82.74990	-91.86160	-10.08130	91.83310
-998.10300	-156.30800	-103.52200	1.57980	118.04500	118.07800	70.26160	-110.68000	-83.73510	-17.56540	42.05090	79.37350	91.85000	-19.89010	-59.48510	-82.74050	-91.85710	-10.06780	91.85200
-998.00300	-156.29600	-103.51000	1.58698	118.05100	118.08200	70.26140	-110.67600	-83.72700	-17.55600	42.06060	79.38090	91.85160	-19.89950	-59.48610	-82.73110	-91.85260	-10.05420	91.87080
-997.90300	-156.28400	-103.49800	1.59417	118.05700	118.08600	70.26120	-110.67200	-83.71890	-17.54660	42.07030	79.38820	91.85310	-19.90890	-59.48710	-82.72170	-91.84800	-10.04070	91.88960
-997.80300	-156.27200	-103.48500	1.60135	118.06300	118.09000	70.26110	-110.66700	-83.71070	-17.53720	42.08010	79.39560	91.85470	-19.91830	-59.48810	-82.71230	-91.84350	-10.02710	91.90850
-997.70300	-156.26000	-103.47300	1.60854	118.06900	118.09400	70.26090	-110.66300	-83.70260	-17.52780	42.08980	79.40300	91.85620	-19.92770	-59.48920	-82.70290	-91.83900	-10.01360	91.92730
-997.60300	-156.24800	-103.46100	1.61573	118.07400	118.09700	70.26070	-110.65900	-83.69450	-17.51840	42.09960	79.41040	91.85780	-19.93710	-59.49020	-82.69350	-91.83440	-10.00010	91.94610
-997.50300	-156.23600	-103.44900	1.62291	118.08000	118.10100	70.26060	-110.65400	-83.68640	-17.50900	42.10930	79.41770	91.85930	-19.94650	-59.49120	-82.68410	-91.82990	-9.98651	91.96500
-997.40400	-156.22400	-103.43700	1.63010	118.08600	118.10500	70.26040	-110.65000	-83.67820	-17.49960	42.11900	79.42510	91.86080	-19.95590	-59.49220	-82.67470	-91.82530	-9.97296	91.98380
-997.30400	-156.21200	-103.42500	1.63728	118.09200	118.10900	70.26020	-110.64600	-83.67010	-17.49020	42.12880	79.43250	91.86240	-19.96530	-59.49330	-82.66530	-91.82080	-9.95940	92.00260
-997.20400	-156.20000	-103.41300	1.64447	118.09800	118.11300	70.26010	-110.64100	-83.66200	-17.48080	42.13850	79.43980	91.86390	-19.97470	-59.49430	-82.65590	-91.81630	-9.94585	92.02140
-997.10400	-156.18800	-103.40100	1.65165	118.10400	118.11600	70.25990	-110.63700	-83.65390	-17.47140	42.14830	79.44720	91.86550	-19.98410	-59.49530	-82.64650	-91.81170	-9.93230	92.04030
